car_title,location,year,price,kilometers,transmission_type,number_of_doors,source,model,color,contact_number,brand
Honda City 2017,"Al Wadi Al Kabir, Muscat•",2017,"OMR 2,950",67000,Automatic,N/A,GCC,City,White,N/A,Unknown
تويوتا كورولا هاتشباك 2023,"Al Amarat, Muscat•",2023,"OMR 7,000",44000,Automatic,N/A,US,Corolla,Silver,N/A,Unknown
هوندا بايلوت 2011,"Al Maabilah, Muscat•",2011,"OMR 1,900",350000,Automatic,'4/5,GCC,Pilot,Grey,N/A,Honda
Toyota Yaris 2016,"Al Maabilah, Muscat•",2016,"OMR 3,300",180000,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
Nissan Pathfinder 2017,"Salalah, Dhofar•",2017,"OMR 5,500",180000,Automatic,'4/5,US,Pathfinder,Silver,N/A,Nissan
رينو فلوينس 2014,"Al Khoud, Muscat•",2014,OMR 750,100000,Automatic,'4/5,Europe,Fluence,White,N/A,Renault
Ford Mustang 2016,"Bosher, Muscat•",2016,"OMR 4,850",175000,Automatic,'2/3,US,Mustang,White,N/A,Ford
هيونداي إلينترا 2020,"Bidbid, Al Dakhiliya•",2020,"OMR 3,350",112000,Automatic,'4/5,US,Elantra,White,N/A,Hyundai
مرسيدس بنز 300/350/380 2016,"Al Maabilah, Muscat•",2016,"OMR 4,700",185,Automatic,'4/5,Europe,300/350/380,Silver,N/A,Mercedes
Maserati Quattroporte 2015,"Al Khuwair, Muscat•",2015,"OMR 8,500",70000,Automatic,'2/3,GCC,Quattroporte,White,N/A,Maserati
مازيراتي جيبلي 2015,"Al Seeb, Muscat•",2015,"OMR 7,500",165,Automatic,'4/5,GCC,Ghibli,Silver,N/A,Jeep
Lexus es 350,"Salalah, Dhofar•",2008,OMR 950,252557,Automatic,'4/5,GCC,ES 350,Silver,N/A,Lexus
تويوتا كامرى 2020,"Ibra, Al Sharqiya•",2020,"OMR 5,300",223234,Automatic,'4/5,US,Camry,White,N/A,Toyota
Suzuki SX4 2015,"Ruwi, Muscat•",2015,"OMR 1,499",256000,Automatic,'4/5,GCC,SX4,White,N/A,Suzuki
لكزس فئة -إي اس 2005,"Suwaiq, Al Batinah•",2005,"OMR 1,300",301635,Automatic,N/A,Europe,IS-Series,Gold,N/A,Unknown
Mitsubishi Lancer 1998,"Al Maabilah, Muscat•",1998,OMR 400,400000,Manual,'4/5,Company Source,Lancer,Green,N/A,Mitsubishi
بي ام دبليو الفئة 7 2020,"Al Seeb, Muscat•",2020,"OMR 16,000",1,Automatic,'4/5,US,7-Series,Other,N/A,Unknown
Hyundai Sonata 2010,"Al Amarat, Muscat•",2010,"OMR 1,300",460000,Automatic,N/A,GCC,Sonata,White,N/A,Unknown
Toyota Camry 2018,"The Wave (Almouj), Muscat•",2018,"OMR 5,700",74000,Automatic,'4/5,US,Camry,Burgundy,N/A,Toyota
العامرات,"Bosher, Muscat•",2007,"OMR 2,000",320000,Automatic,'4/5,US,Silverado,Gold,N/A,Chevrolet
Toyota C-HR 2018,"Al Hail, Muscat•",2018,"OMR 3,800",125000,Automatic,'4/5,US,C-HR,Red,N/A,Unknown
Mitsubishi Pajero 2008,"Madinat As Sultan Qaboos, Muscat•",2008,"OMR 1,350",12314,Automatic,'4/5,GCC,Pajero,White,N/A,Mitsubishi
دودج تشارجر 2018,"Barka, Al Batinah•",2018,"OMR 4,500",120,Automatic,'4/5,US,Charger,Silver,N/A,Dodge
جي ام سي يوكون 2011,"Al Maabilah, Muscat•",2011,"OMR 3,000",380000,Automatic,'4/5,US,Yukon,Red,N/A,GMC
Beetle for sale,"Al Maabilah, Muscat•",2014,"OMR 3,100",200000,Automatic,'2/3,US,Beetle,Yellow,N/A,Volkswagen
Kia Rio 2009,"Al Hamriyah, Muscat•",2009,OMR 980,200000,Automatic,'4/5,GCC,Rio,White,N/A,Kia
Mazda 3 (2019),"Azaiba, Muscat•",2019,"OMR 3,000",155,Automatic,N/A,GCC,3,Grey,N/A,Unknown
كيا اوبتيما 2014,"Al Maabilah, Muscat•",2014,"OMR 1,700",19199,Automatic,'4/5,GCC,Optima,White,N/A,Kia
Lexus ES-Series 2004,"Al Mawaleh, Muscat•",2004,"OMR 1,600",200000,Automatic,'4/5,US,ES-Series,Green,N/A,Unknown
Daihatsu Sirion 2005,"Ruwi, Muscat•",2005,OMR 500,1,Manual,'4/5,US,Sirion,Silver,N/A,Kia
لكزس IS 300 2016,"Al Amarat, Muscat•",2016,"OMR 4,300",133000,Automatic,'4/5,US,IS 300,White,N/A,Lexus
سكودا,"Qurum, Muscat•",2009,OMR 950,1,Automatic,N/A,US,Other,White,N/A,Unknown
MG MG HS 2021,"Al Seeb, Muscat•",2021,"OMR 4,700",80000,Automatic,'4/5,GCC,MG HS,White,N/A,MG
Kia Sportage 2014 2013,"Al Khoud, Muscat•",2014,"OMR 2,250",181000,Automatic,N/A,GCC,Sportage,Beige,N/A,Unknown
Kia Rio 2019,"Al Amarat, Muscat•",2019,"OMR 3,600",110,Automatic,'4/5,GCC,Rio,White,N/A,Kia
Kia Sorento 2023,"Al Maabilah, Muscat•",2023,"OMR 11,000",26000,Automatic,'4/5,GCC,Sorento,Silver,N/A,Kia
Nissan Altima 2022,"Al Maabilah, Muscat•",2022,"OMR 5,700",77000,Automatic,N/A,US,Altima,Grey,N/A,Unknown
نيسان التيما 2020,"Salalah, Dhofar•",2020,"OMR 3,600",77477,Automatic,'4/5,US,Altima,Black,N/A,Nissan
تويوتا كامرى 2017,"Al Seeb, Muscat•",2017,"OMR 3,700",147000,Automatic,'4/5,GCC,Camry,White,N/A,Toyota
هوندا سيفيك 2023,"Suwaiq, Al Batinah•",2023,"OMR 5,850",89999,Automatic,N/A,Canada,Civic,Blue,N/A,Unknown
Mercedes-Benz E300 2023,"Al Ghubrah, Muscat•",2023,"OMR 24,500",13500,Automatic,'4/5,GCC,E300,Grey,N/A,Mercedes
Dodge Charger 2018,"Al Masn'a, Al Batinah•",2018,"OMR 5,400",1400,Automatic,'4/5,US,Charger,Other,N/A,Dodge
BMW 4-Series 2021,"The Wave (Almouj), Muscat•",2021,"OMR 11,600",21000,Automatic,N/A,US,4-Series,Silver,N/A,Unknown
BMW 3-Series 2022,"The Wave (Almouj), Muscat•",2022,"OMR 9,600",73000,Automatic,'4/5,US,3-Series,Black,N/A,Unknown
ميتسوبيشي باجيرو سبورت 2008,"Qurayyat, Muscat•",2008,"OMR 2,000",300,Automatic,'2/3,GCC,Pajero Sport,Black,N/A,Mitsubishi
شيرى آريزو 2017,"Al Ghubrah, Muscat•",2017,OMR 700,3000,Automatic,N/A,GCC,Arrizo,White,N/A,Unknown
مرسيدس بنز إس-كلاس 2008,"The Wave (Almouj), Muscat•",2008,"OMR 2,350",300,Automatic,Very clean car without any problems. Full service done. Hydraulic and vacuum doors active السيارة قمة فلنظافة بحالة الوكالة,US,S-Class,Black,N/A,Unknown
Subaru Impreza 2014 (Low KM),"Al Khoud, Muscat•",2014,"OMR 1,850",116000,Automatic,'4/5,GCC,Impreza,Silver,N/A,Subaru
Audi Q3 2018,"Qurum, Muscat•",2018,"OMR 5,500",115,Automatic,'4/5,US,Q3,Silver,N/A,Audi
"Toyota Innova Full Automatic, Family Used, Good Condition.","Muscat - Other, Muscat•",2016,"OMR 2,950",1,Automatic,'4/5,GCC,Innova,White,N/A,Toyota
Toyota Corolla 2013,"Al Ghubrah, Muscat•",2013,"OMR 2,100",212000,Automatic,'4/5,GCC,Corolla,White,N/A,Toyota
لينكولن آخر 2021,"Madinat As Sultan Qaboos, Muscat•",2021,"OMR 7,900",52000,Automatic,'4/5,US,Other,White,N/A,Lincoln
Volvo XC60 2012 2012,"Al Wadi Al Kabir, Muscat•",2012,"OMR 1,350",199500,Automatic,'4/5,GCC,XC60,Silver,N/A,Volvo
مرسيدس بنز سبرنتر 2015,"Al Seeb, Muscat•",2015,"OMR 7,300",221514,Manual,'2/3,GCC,Sprinter,White,N/A,Mercedes
Toyota Camry 2002,"Bidiya, Al Sharqiya•",2002,OMR 950,30000,Automatic,N/A,US,Camry,Beige,N/A,Unknown
جيب رانجلر 2013,"Al Maabilah, Muscat•",2013,"OMR 3,350",300,Automatic,'4/5,GCC,Wrangler,Red,N/A,Jeep
Mercedes-Benz GLA 200 2025 Car for sale (In Showroom Condition),"Al Ghubrah, Muscat•",2025,"OMR 20,000",2142,Automatic,'4/5,GCC,GLA 200,White,N/A,Mercedes
Toyota Camry 2017,"Ruwi, Muscat•",2017,"OMR 3,500",117000,Automatic,'4/5,US,Camry,Black,N/A,Toyota
هيونداي إلينترا 2013,"Al Khuwair, Muscat•",2013,"OMR 1,550",148000,Automatic,N/A,GCC,Elantra,White,N/A,Unknown
هيونداي سوناتا 2014,"Al Seeb, Muscat•",2014,"OMR 1,650",175000,Automatic,'4/5,GCC,Sonata,Brown,N/A,Hyundai
هوندا أكورد 2020,"Al Maabilah, Muscat•",2020,"OMR 5,200",100,Automatic,'4/5,US,Accord,Blue,N/A,Honda
Chrysler 300M/300C 2007,"Al Maabilah, Muscat•",2007,"OMR 1,250",410000,Automatic,'4/5,US,300M/300C,Black,N/A,Chrysler
Honda Civic 2016,"Al Maabilah, Muscat•",2016,"OMR 3,500",89000,Automatic,'2/3,Canada,Civic,Blue,N/A,Honda
Honda Civic 2006,"Barka, Al Batinah•",2006,"OMR 1,550",285000,Automatic,'4/5,GCC,Civic,White,N/A,Honda
مازدا سي أكس-9 2012,"Nakhl, Al Batinah•",2012,"OMR 2,100",200,Automatic,N/A,GCC,CX-9,White,N/A,Unknown
للبيع اكسنت 2020 بدون حوادث شوف وصف,"Al Maabilah, Muscat•",2020,"OMR 3,300",100000,Automatic,'4/5,US,Accent,Blue,N/A,Hyundai
Nissan Sunny 2010,"Ruwi, Muscat•",2010,OMR 900,300000,Automatic,'4/5,GCC,Sunny,White,N/A,Nissan
لكزس ES 350 2018,"Azaiba, Muscat•",2018,"OMR 6,850",149000,Automatic,'4/5,GCC,ES 350,White,N/A,Lexus
سياره دودج كالبير dodge caliber,"Al Seeb, Muscat•",2007,OMR 800,125000,Automatic,N/A,GCC,Caliber,Orange,N/A,Unknown
للبيع سياره فورد اكسبلورير موديل 2004,"Al Seeb, Muscat•",2004,OMR 500,286000,Automatic,N/A,GCC,Explorer,Brown,N/A,Unknown
هوندا سي ار في 2008,"Suwaiq, Al Batinah•",2008,"OMR 1,900",300000,Automatic,'4/5,GCC,CR-V,Silver,N/A,Unknown
Suzuki Dzire 2014 expect used car,"Al Amarat, Muscat•",2014,"OMR 1,350",228000,Automatic,'4/5,GCC,Dzire,Silver,N/A,Suzuki
Jeep Cherokee 2015,"Al Khuwair, Muscat•",2015,"OMR 3,800",105000,Automatic,N/A,GCC,Cherokee,Green,N/A,Unknown
تويوتا كامرى 2020,"Al Maabilah, Muscat•",2020,"OMR 6,600",80000,Automatic,'4/5,US,Camry,Other,N/A,Toyota
تويوتا كامرى 2018,"Suwaiq, Al Batinah•",2018,"OMR 5,350",180000,Automatic,'4/5,US,Camry,White,N/A,Toyota
دودج تشارجر دايتونا 2019 Charger Daytona,"Bosher, Muscat•",2019,"OMR 6,500",120,Automatic,'4/5,Canada,Charger,Black,N/A,Dodge
هوندا أكورد 2012,"Al Amarat, Muscat•",2012,"OMR 1,800",300000,Automatic,'4/5,GCC,Accord,Burgundy,N/A,Honda
Ford F150 2016,"Azaiba, Muscat•",2016,"OMR 4,200",320000,Automatic,N/A,US,F150,White,N/A,Unknown
Geely Emgrand 7 2015,"Mutrah, Muscat•",2015,OMR 750,100000,Automatic,'4/5,US,Emgrand 7,White,N/A,MG
Best GL500 in town GCC الافضل جي ال ٥٠٠ خليجي,"Qurum, Muscat•",2014,"OMR 8,950",215000,Automatic,'4/5,GCC,GL-Class,White,N/A,Unknown
Jeep Compass 2015,"Al Maabilah, Muscat•",2015,"OMR 2,550",195,Automatic,'4/5,US,Compass,White,N/A,Jeep
Land Rover Range Rover Vogue 2014,"The Wave (Almouj), Muscat•",2014,"OMR 11,900",199,Automatic,'4/5,GCC,Range Rover Vogue,White,N/A,Land Rover
Hyundai Kona 2022,"Muscat Hills, Muscat•",2022,"OMR 5,900",48000,Automatic,'4/5,GCC,Kona,Grey,N/A,Hyundai
هيونداي سنتافي 2012,"Al Khoud, Muscat•",2012,"OMR 2,600",135000,Automatic,N/A,GCC,Santa Fe,White,N/A,Unknown
هيونداي سنتافي 2012,"Al Rustaq, Al Batinah•",2012,"OMR 2,600",135000,Automatic,N/A,GCC,Santa Fe,White,N/A,Unknown
Toyota Yaris 2018,"Bosher, Muscat•",2018,"OMR 2,750",260000,Automatic,'4/5,GCC,Yaris,Beige,N/A,Toyota
Lexus IS 300 2016,"Al Ghubrah, Muscat•",2016,"OMR 5,800",165000,Automatic,'4/5,US,IS 300,White,N/A,Lexus
Lexus LX-Series 2010,"Al Khoud, Muscat•",2010,"OMR 7,900",400,Automatic,'4/5,GCC,LX-Series,Black,N/A,Unknown
Honda Civic 2022 - Black Color,"Al Khuwair, Muscat•",2022,"OMR 5,250",140000,Automatic,'4/5,US,Civic,Black,N/A,Honda
Honda Civic 2007,"Al Khoud, Muscat•",2007,OMR 900,100000,Automatic,'4/5,GCC,Civic,Black,N/A,Honda
نيسان التيما 2011,"Al Maabilah, Muscat•",2011,"OMR 1,200",45000,Automatic,'4/5,GCC,Altima,White,N/A,Nissan
Ford Focus 2009,"Sohar, Al Batinah•",2009,OMR 680,300000,Automatic,'4/5,US,Focus,Silver,N/A,Ford
Hyundai Sonata 2011,"Al Khoud, Muscat•",2011,"OMR 1,250",300385,Automatic,'4/5,Europe,Sonata,Blue,N/A,Hyundai
Hyundai Elantra 2009,"Azaiba, Muscat•",2009,"OMR 1,150",123456,Automatic,'4/5,GCC,Elantra,Red,N/A,Hyundai
MG GT 2023 in perfect condition! سيارة بحالة ممتازة,"Azaiba, Muscat•",2023,"OMR 4,800",50000,Automatic,'4/5,GCC,MG GT,Silver,N/A,MG
Lexus ES-Series 2001,"Al Buraimi, Al Buraimi•",2001,OMR 850,1,Automatic,'4/5,Company Source,ES-Series,White,N/A,Unknown
Lexus RX 300 2005,"Al Maabilah, Muscat•",2005,"OMR 1,300",40000,Automatic,N/A,US,RX 300,Brown,N/A,Unknown
هيونداي فوليستر 2019,"Darsait, Muscat•",2019,"OMR 3,700",220000,Automatic,'2/3,GCC,Veloster,Grey,N/A,Hyundai
Nissan Maxima 2008,"Suwaiq, Al Batinah•",2008,OMR 800,30000,Automatic,N/A,GCC,Maxima,Beige,N/A,Unknown
Nissan Altima 2017,"Salalah, Dhofar•",2017,"OMR 1,950",252100,Automatic,N/A,US,Altima,White,N/A,Unknown
كيا سبورتاج 2023,"Al Seeb, Muscat•",2023,"OMR 6,750",43000,Automatic,'4/5,US,Sportage,Blue,N/A,Kia
Maserati Levante 2017 low mileage,"Madinat As Sultan Qaboos, Muscat•",2017,"OMR 12,000",91000,Automatic,'4/5,Company Source,Levante,White,N/A,Maserati
تويوتا أخرى 2015,"Saham, Al Batinah•",2015,"OMR 2,500",190000,Automatic,'4/5,US,Other,Black,N/A,Toyota
لكزس فئة - إل إكس 2019,"Al Mudaibi, Al Sharqiya•",2019,"OMR 27,500",91000,Automatic,N/A,GCC,LX-Series,Grey,N/A,Unknown
Dodge Avenger 2015,"Al Khuwair, Muscat•",2015,"OMR 2,200",9000,Automatic,'4/5,GCC,Avenger,Black,N/A,Dodge
Audi Etron GT Quattro 2022,"Azaiba, Muscat•",2022,"OMR 32,500",88000,Automatic,'4/5,GCC,Other,White,N/A,Audi
شيفروليه ابيكا 2008,"Barka, Al Batinah•",2008,OMR 600,321,Automatic,N/A,GCC,Epica,White,N/A,Unknown
دودج تشارجر 2011,"Al Maabilah, Muscat•",2011,"OMR 1,700",264,Automatic,'4/5,US,Charger,White,N/A,Dodge
نيسان باثفايندر 2019,"Bidbid, Al Dakhiliya•",2019,"OMR 3,400",96700,Automatic,'4/5,US,Pathfinder,White,N/A,Nissan
MG MG 6 2017,"Azaiba, Muscat•",2017,"OMR 1,900",148000,Automatic,N/A,GCC,MG 6,Red,N/A,Unknown
Nissan Tiida 2012,"Salalah, Dhofar•",2012,"OMR 1,150",280000,Automatic,'4/5,GCC,Tiida,White,N/A,Nissan
نيسان التيما 2019,"Sohar, Al Batinah•",2019,"OMR 3,700",170000,Automatic,N/A,US,Altima,Silver,N/A,Unknown
Audi A8L 2016,"Al Seeb, Muscat•",2016,"OMR 6,700",185000,Automatic,N/A,GCC,A8,White,N/A,Unknown
Jeep Liberty Cherokee,"Al Seeb, Muscat•",2009,OMR 900,200000,Automatic,N/A,GCC,Liberty,Black,N/A,Unknown
هيونداي إلينترا 2019,"Salalah, Dhofar•",2019,"OMR 2,700",105285,Automatic,'4/5,US,Elantra,Silver,N/A,Hyundai
تويوتا 4 رانر 2018,"Al Khoud, Muscat•",2018,"OMR 8,500",142,Automatic,'4/5,US,4Runner,White,N/A,Toyota
Nissan Pathfinder 2015,"Madinat As Sultan Qaboos, Muscat•",2015,"OMR 3,700",167500,Automatic,N/A,GCC,Pathfinder,White,N/A,Unknown
فورد موستانج 2014,"Qurum, Muscat•",2014,"OMR 2,000",165000,Automatic,'2/3,US,Mustang,Red,N/A,Ford
Nissan Altima 2018,"Mutrah, Muscat•",2018,"OMR 3,900",85000,Automatic,'4/5,GCC,Altima,Grey,N/A,Nissan
نيسان سنترا 2014,"Al Hail, Muscat•",2014,"OMR 1,250",200000,Automatic,'4/5,GCC,Sentra,White,N/A,Nissan
تويوتا كورولا كروس 2019,"Ibra, Al Sharqiya•",2019,"OMR 4,250",1000000,Automatic,'4/5,GCC,Corolla Cross,White,N/A,Toyota
Mitsubishi Pajero 2008,"Al Mawaleh, Muscat•",2008,"OMR 1,650",289635,Automatic,'4/5,GCC,Pajero,Silver,N/A,Mitsubishi
Changan CS35 PLUS 2021,"Qurum, Muscat•",2021,"OMR 4,000",68000,Automatic,'4/5,GCC,CS35 PLUS,Brown,N/A,Audi
Toyota Corolla 2020 No have accident,"Al Mawaleh, Muscat•",2020,"OMR 3,900",-,Automatic,'4/5,US,Corolla,Red,N/A,Unknown
جي ام سي يوكون 2015,"Sohar, Al Batinah•",2015,"OMR 5,800",214,Automatic,'4/5,GCC,Yukon,White,N/A,GMC
Kia Cadenza 2017,"Muscat - Other, Muscat•",2017,"OMR 3,600",188000,Automatic,'4/5,US,Cadenza,White,N/A,Kia
Mazda 6 2007,"Sur, Al Sharqiya•",2007,OMR 680,470004,Automatic,'4/5,GCC,6,Silver,N/A,Mazda
هيونداي إلينترا 2019,"Sohar, Al Batinah•",2019,"OMR 2,800",108500,Automatic,N/A,US,Elantra,Silver,N/A,Unknown
تويوتا أفالون 2017,"Saham, Al Batinah•",2017,"OMR 6,300",62000,Automatic,'4/5,US,Avalon,Burgundy,N/A,Toyota
مرسيدس بنز سي 300 2018,"Saham, Al Batinah•",2018,"OMR 5,650",122,Automatic,'4/5,US,C 300,White,N/A,Mercedes
Jeep Wrangler 2019,"Al Seeb, Muscat•",2019,"OMR 9,200",40000,Automatic,'2/3,GCC,Wrangler,Blue,N/A,Jeep
Mazda CX-5 2023,"Al Hail, Muscat•",2023,"OMR 9,300",30000,Automatic,'4/5,GCC,CX-5,Silver,N/A,Unknown
Mercedes-Benz GLE 43 AMG 2018,"Qurum, Muscat•",2018,"OMR 14,800",104000,Automatic,'4/5,GCC,GLE 43 AMG,White,N/A,Mercedes
Nissan Pathfinder 2020,"Al Khoud, Muscat•",2020,"OMR 5,300",140000,Automatic,'4/5,US,Pathfinder,Blue,N/A,Nissan
Lexus ES 350 2007,"Ruwi, Muscat•",2007,"OMR 2,100",256000,Automatic,'4/5,GCC,ES 350,Grey,N/A,Lexus
Toyota Rav 4 2018,"The Wave (Almouj), Muscat•",2018,"OMR 5,700",155600,Automatic,N/A,US,Rav 4,Red,N/A,Unknown
جيب رانجلر 2007,"Barka, Al Batinah•",2007,"OMR 1,700",425066,Manual,N/A,US,Wrangler,Black,N/A,Unknown
Hyundai Santa Fe 2007,"Al Mawaleh, Muscat•",2007,"OMR 1,000",3000,Automatic,'4/5,Company Source,Santa Fe,White,N/A,Hyundai
Chevrolet Traverse 2022 Gcc,"Qurum, Muscat•",2022,"OMR 9,850",12000,Automatic,'4/5,GCC,Traverse,Black,N/A,Chevrolet
Toyota Yaris 2013,"Barka, Al Batinah•",2013,"OMR 1,200",360000,Manual,'4/5,Company Source,Yaris,White,N/A,Toyota
مسقط الخوير,"Bosher, Muscat•",2009,"OMR 1,450",200,Automatic,'4/5,US,Other,White,N/A,Unknown
كيا سبورتاج 2011,"Al Seeb, Muscat•",2011,"OMR 1,950",15000,Automatic,'4/5,GCC,Sportage,Silver,N/A,Kia
Mercedes-Benz GLA 250 AMG,"Ruwi, Muscat•",2017,"OMR 4,500",99000,Automatic,N/A,US,GLA 250,White,N/A,Unknown
Kia Rio 2013,"Al Maabilah, Muscat•",2013,"OMR 1,100",256855,Automatic,'2/3,US,Rio,Brown,N/A,Kia
Hyundai Other 2012,"Al Khuwair, Muscat•",2012,"OMR 1,559",189000,Automatic,'4/5,GCC,Other,Grey,N/A,Hyundai
Hyundai Veloster 2013,"Al Ghubrah, Muscat•",2013,"OMR 1,500",199999,Automatic,'2/3,GCC,Veloster,White,N/A,Hyundai
Toyota Camry 2010,"Al Mudaibi, Al Sharqiya•",2010,"OMR 1,600",401411,Automatic,N/A,Company Source,Camry,White,N/A,Unknown
Mitsubishi Lancer 2006,"Al Rusayl, Muscat•",2006,OMR 520,45000,Automatic,'4/5,GCC,Lancer,Silver,N/A,Mitsubishi
هامر اتش 3 2010 للبيع خليجي,"Al Maabilah, Muscat•",2007,"OMR 1,100",210000,Automatic,'4/5,GCC,H3,Blue,N/A,Hummer
نيسان فيرسا 2017,"Al Seeb, Muscat•",2017,"OMR 1,700",136,Automatic,'4/5,Canada,Versa,Silver,N/A,Nissan
Hyundai Accent 2014,"Ruwi, Muscat•",2014,"OMR 1,500",200000,Automatic,N/A,GCC,Accent,White,N/A,Hyundai
لاند روفر رنج روفر سبورت 2013 للبيع خليجي,"Al Maabilah, Muscat•",2013,"OMR 2,300",150000,Automatic,'4/5,GCC,Range Rover Sport,White,N/A,Range Rover
تويوتا كامرى 2017,"Ibri, Al Dhahirah•",2017,"OMR 3,700",175000,Automatic,'4/5,US,Camry,Red,N/A,Toyota
سوبارو إمبريزا 2016,"Al Maabilah, Muscat•",2016,"OMR 1,750",430000,Automatic,'4/5,GCC,Impreza,White,N/A,Subaru
MG MG HS 2021,"Bosher, Muscat•",2021,"OMR 4,700",41000,Automatic,'4/5,GCC,MG HS,Red,N/A,MG
فورد تورس 2017,"Al 'Awabi, Al Batinah•",2017,"OMR 3,900",147,Automatic,'2/3,US,Taurus,Black,N/A,Ford
Hyundai Tucson 2017,"Al Seeb, Muscat•",2017,"OMR 3,400",155000,Automatic,'4/5,Company Source,Tucson,White,N/A,Hyundai
هيونداي إلينترا 2016,"Salalah, Dhofar•",2016,"OMR 1,950",19999,Automatic,'4/5,US,Elantra,Silver,N/A,Hyundai
Audi A6 2008 Black in Very Good Condition,"Al Maabilah, Muscat•",2008,"OMR 1,500",230000,Automatic,'4/5,GCC,A6,Black,N/A,Audi
نيسان التيما 2008,"Suwaiq, Al Batinah•",2008,"OMR 1,400",200000,Automatic,'4/5,GCC,Altima,Green,N/A,Nissan
"Nissan Pathfinder US , Fantastic condition","Bosher, Muscat•",2017,"OMR 4,950",139000,Automatic,'4/5,US,Pathfinder,Grey,N/A,Nissan
هيونداي توكسن 2019بحالة الوكاله,"Al Buraimi, Al Buraimi•",2019,"OMR 5,000",200000,Automatic,'4/5,GCC,Tucson,Silver,N/A,Hyundai
Geely Emgrand 7 2015,"Salalah, Dhofar•",2015,OMR 675,143000,Automatic,'4/5,Company Source,Emgrand 7,Burgundy,N/A,MG
Toyota Yaris 2006,"Al Khuwair, Muscat•",2006,OMR 890,1,Manual,'2/3,Company Source,Yaris,Blue,N/A,Toyota
Toyota Yaris 2008,"Al Khuwair, Muscat•",2008,"OMR 12,000",200000,Automatic,'4/5,GCC,Yaris,White,N/A,Toyota
Kia Sportage 2014 Option No 1 gcc,"Al Khuwair, Muscat•",2014,"OMR 2,650",182000,Automatic,'4/5,GCC,Sportage,White,N/A,Kia
رينو سيمبول 2019,"Bosher, Muscat•",2019,"OMR 1,350",180000,Automatic,N/A,GCC,Symbol,White,N/A,Unknown
Suzuki Swift 2021,"Azaiba, Muscat•",2021,"OMR 2,700",150000,Automatic,'4/5,GCC,Swift,Silver,N/A,Suzuki
Chevrolet Trailblazer 2018,"Ruwi, Muscat•",2018,"OMR 4,800",200000,Automatic,'4/5,GCC,Trailblazer,White,N/A,Chevrolet
Suzuki Dzire 2022,"Azaiba, Muscat•",2022,"OMR 2,800",110000,Automatic,'4/5,GCC,Dzire,Grey,N/A,Suzuki
TOUAREG SPORT3.6 GCC SPECE V6 EXCELLENT CONDITION FULLY AGENCY HISTOR,"Azaiba, Muscat•",2015,"OMR 6,000",120000,Automatic,'4/5,GCC,Touareg,Brown,N/A,Volkswagen
BMW 740-Li 2016,"The Wave (Almouj), Muscat•",2016,"OMR 6,900",204000,Automatic,"BMW 740Li - 2016 - GCC Specs - Full Option | Excellent Condition Car Details: • Model: BMW 740Li • Year: 2016 • Origin: GCC Specifications (Not imported) • Kilometer: 204,000 • Engine: 3.0L TwinPower Turbo Inline-6 • Transmission: Automatic (8-speed) • Drive Type: Rear-Wheel Drive Features & Options: • Full Option from factory • Adaptive LED Headlights • Soft-close doors • Keyless Entry + Push Start • Heads-Up Display (HUD) • Navigation System • Surround View Cameras (360°) • Night Vision Camera • Harman Kardon Premium Sound System • Rear Entertainment Screens • Power Rear & Side Sunshades • 4-Zone Automatic Climate Control • Heated & Ventilated Front & Rear Seats • Massage Seats (Front & Rear) • Ambient Lighting with multiple color options • Panoramic Sunroof • Air Suspension with ride height control • Lane Keep Assist • Blind Spot Monitoring • Adaptive Cruise Control • Parking Assist with Auto Park • BMW iDrive with Gesture Control • Original 19” Alloy Wheels • Valid registration and insurance Price: 6900 OMR – negotiable for serious buyers Location to visit : AlMouj Contact",GCC,740,Brown,N/A,Unknown
Hyundai Tucson 2016 - OTE Service,"Nizwa, Al Dakhiliya•",2016,"OMR 4,600",108000,Automatic,'4/5,GCC,Tucson,White,N/A,Hyundai
Kia Rio EX 2016,"Darsait, Muscat•",2016,"OMR 1,700",163500,Automatic,'4/5,GCC,Rio,White,N/A,Kia
تويوتا كامرى 2018,"Sumail, Al Dakhiliya•",2018,"OMR 6,800",107000,Automatic,'4/5,US,Camry,White,N/A,Toyota
Kia Sportage 2007,"Al Seeb, Muscat•",2007,"OMR 1,300",200000,Manual,'4/5,GCC,Sportage,Brown,N/A,Kia
Nissan Sunny 2015,"Al Hamriyah, Muscat•",2015,"OMR 1,650",180000,Automatic,'4/5,GCC,Sunny,Silver,N/A,Nissan
Toyota Corolla 2015,"Azaiba, Muscat•",2015,"OMR 3,200",268249,Automatic,N/A,GCC,Corolla,White,N/A,Unknown
Mazda Mazda 3 2007,"Al Seeb, Muscat•",2007,OMR 780,-,Automatic,N/A,Company Source,Mazda 3,Burgundy,N/A,Unknown
تويوتا برادو 2011,"Al Amarat, Muscat•",2011,"OMR 6,000",260,Automatic,'4/5,GCC,Prado,White,N/A,Toyota
هيونداي سنتافي 2014,"Manah, Al Dakhiliya•",2014,"OMR 3,500",270000,Automatic,'4/5,GCC,Santa Fe,White,N/A,Hyundai
Mazda 3 2012,"Ruwi, Muscat•",2012,"OMR 1,250",400000,Automatic,'4/5,GCC,3,Grey,N/A,Mazda
